"STATISTIC","Statistic Label","TLIST(D1)","Daily","C03634V04374","Daily and Seven Day Rolling Totals","UNIT","VALUE"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D23","2021 January 23","10","Daily total","Euro Thousand","149920"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D23","2021 January 23","20","Seven day rolling total","Euro Thousand","1066152"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D24","2021 January 24","10","Daily total","Euro Thousand","96338"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D24","2021 January 24","20","Seven day rolling total","Euro Thousand","1070820"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D25","2021 January 25","10","Daily total","Euro Thousand","150463"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D25","2021 January 25","20","Seven day rolling total","Euro Thousand","1082901"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D26","2021 January 26","10","Daily total","Euro Thousand","167871"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D26","2021 January 26","20","Seven day rolling total","Euro Thousand","1097272"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D27","2021 January 27","10","Daily total","Euro Thousand","166496"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D27","2021 January 27","20","Seven day rolling total","Euro Thousand","1112709"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D28","2021 January 28","10","Daily total","Euro Thousand","203139"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D28","2021 January 28","20","Seven day rolling total","Euro Thousand","1136362"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D29","2021 January 29","10","Daily total","Euro Thousand","229692"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D29","2021 January 29","20","Seven day rolling total","Euro Thousand","1163920"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D30","2021 January 30","10","Daily total","Euro Thousand","160067"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D30","2021 January 30","20","Seven day rolling total","Euro Thousand","1174067"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D31","2021 January 31","10","Daily total","Euro Thousand","110308"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M01D31","2021 January 31","20","Seven day rolling total","Euro Thousand","1188036"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M02D01","2021 February 01","10","Daily total","Euro Thousand","161304"
"CBM03C04","Debit Card Volumes - Gross New Spending","2021M02D01","2021 February 01","20","Seven day rolling total","Euro Thousand","1198877"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D01","2020 March 01","10","Daily total","Euro Thousand","33773"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D01","2020 March 01","20","Seven day rolling total","Euro Thousand",""
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D02","2020 March 02","10","Daily total","Euro Thousand","40681"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D02","2020 March 02","20","Seven day rolling total","Euro Thousand",""
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D03","2020 March 03","10","Daily total","Euro Thousand","47888"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D03","2020 March 03","20","Seven day rolling total","Euro Thousand",""
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D04","2020 March 04","10","Daily total","Euro Thousand","46273"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D04","2020 March 04","20","Seven day rolling total","Euro Thousand",""
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D05","2020 March 05","10","Daily total","Euro Thousand","67610"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D05","2020 March 05","20","Seven day rolling total","Euro Thousand",""
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D06","2020 March 06","10","Daily total","Euro Thousand","80629"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D06","2020 March 06","20","Seven day rolling total","Euro Thousand",""
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D07","2020 March 07","10","Daily total","Euro Thousand","51350"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D07","2020 March 07","20","Seven day rolling total","Euro Thousand","368204"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D08","2020 March 08","10","Daily total","Euro Thousand","29137"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D08","2020 March 08","20","Seven day rolling total","Euro Thousand","363569"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D09","2020 March 09","10","Daily total","Euro Thousand","34408"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D09","2020 March 09","20","Seven day rolling total","Euro Thousand","357296"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D10","2020 March 10","10","Daily total","Euro Thousand","42026"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D10","2020 March 10","20","Seven day rolling total","Euro Thousand","351434"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D11","2020 March 11","10","Daily total","Euro Thousand","42318"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D11","2020 March 11","20","Seven day rolling total","Euro Thousand","347479"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D12","2020 March 12","10","Daily total","Euro Thousand","68425"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D12","2020 March 12","20","Seven day rolling total","Euro Thousand","348294"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D13","2020 March 13","10","Daily total","Euro Thousand","73912"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D13","2020 March 13","20","Seven day rolling total","Euro Thousand","341576"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D14","2020 March 14","10","Daily total","Euro Thousand","41333"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D14","2020 March 14","20","Seven day rolling total","Euro Thousand","331559"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D15","2020 March 15","10","Daily total","Euro Thousand","24442"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D15","2020 March 15","20","Seven day rolling total","Euro Thousand","326864"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D16","2020 March 16","10","Daily total","Euro Thousand","34479"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D16","2020 March 16","20","Seven day rolling total","Euro Thousand","326935"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D17","2020 March 17","10","Daily total","Euro Thousand","18080"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D17","2020 March 17","20","Seven day rolling total","Euro Thousand","302989"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D18","2020 March 18","10","Daily total","Euro Thousand","32038"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D18","2020 March 18","20","Seven day rolling total","Euro Thousand","292709"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D19","2020 March 19","10","Daily total","Euro Thousand","42917"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D19","2020 March 19","20","Seven day rolling total","Euro Thousand","267201"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D20","2020 March 20","10","Daily total","Euro Thousand","48682"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D20","2020 March 20","20","Seven day rolling total","Euro Thousand","241970"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D21","2020 March 21","10","Daily total","Euro Thousand","27770"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D21","2020 March 21","20","Seven day rolling total","Euro Thousand","228408"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D22","2020 March 22","10","Daily total","Euro Thousand","15182"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D22","2020 March 22","20","Seven day rolling total","Euro Thousand","219148"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D23","2020 March 23","10","Daily total","Euro Thousand","23333"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D23","2020 March 23","20","Seven day rolling total","Euro Thousand","208002"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D24","2020 March 24","10","Daily total","Euro Thousand","26633"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D24","2020 March 24","20","Seven day rolling total","Euro Thousand","216554"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D25","2020 March 25","10","Daily total","Euro Thousand","26566"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D25","2020 March 25","20","Seven day rolling total","Euro Thousand","211083"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D26","2020 March 26","10","Daily total","Euro Thousand","39043"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D26","2020 March 26","20","Seven day rolling total","Euro Thousand","207209"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D27","2020 March 27","10","Daily total","Euro Thousand","47205"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D27","2020 March 27","20","Seven day rolling total","Euro Thousand","205732"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D28","2020 March 28","10","Daily total","Euro Thousand","21401"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D28","2020 March 28","20","Seven day rolling total","Euro Thousand","199363"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D29","2020 March 29","10","Daily total","Euro Thousand","10819"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D29","2020 March 29","20","Seven day rolling total","Euro Thousand","195000"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D30","2020 March 30","10","Daily total","Euro Thousand","16934"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D30","2020 March 30","20","Seven day rolling total","Euro Thousand","188601"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D31","2020 March 31","10","Daily total","Euro Thousand","23243"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M03D31","2020 March 31","20","Seven day rolling total","Euro Thousand","185212"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D01","2020 April 01","10","Daily total","Euro Thousand","21325"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D01","2020 April 01","20","Seven day rolling total","Euro Thousand","179971"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D02","2020 April 02","10","Daily total","Euro Thousand","32429"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D02","2020 April 02","20","Seven day rolling total","Euro Thousand","173357"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D03","2020 April 03","10","Daily total","Euro Thousand","34352"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D03","2020 April 03","20","Seven day rolling total","Euro Thousand","160504"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D04","2020 April 04","10","Daily total","Euro Thousand","18702"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D04","2020 April 04","20","Seven day rolling total","Euro Thousand","157805"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D05","2020 April 05","10","Daily total","Euro Thousand","10512"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D05","2020 April 05","20","Seven day rolling total","Euro Thousand","157498"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D06","2020 April 06","10","Daily total","Euro Thousand","16781"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D06","2020 April 06","20","Seven day rolling total","Euro Thousand","157344"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D07","2020 April 07","10","Daily total","Euro Thousand","29244"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D07","2020 April 07","20","Seven day rolling total","Euro Thousand","163345"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D08","2020 April 08","10","Daily total","Euro Thousand","24750"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D08","2020 April 08","20","Seven day rolling total","Euro Thousand","166770"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D09","2020 April 09","10","Daily total","Euro Thousand","36900"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D09","2020 April 09","20","Seven day rolling total","Euro Thousand","171241"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D10","2020 April 10","10","Daily total","Euro Thousand","30201"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D10","2020 April 10","20","Seven day rolling total","Euro Thousand","167090"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D11","2020 April 11","10","Daily total","Euro Thousand","19179"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D11","2020 April 11","20","Seven day rolling total","Euro Thousand","167567"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D12","2020 April 12","10","Daily total","Euro Thousand","8293"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D12","2020 April 12","20","Seven day rolling total","Euro Thousand","165348"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D13","2020 April 13","10","Daily total","Euro Thousand","11704"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D13","2020 April 13","20","Seven day rolling total","Euro Thousand","160271"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D14","2020 April 14","10","Daily total","Euro Thousand","21658"
"CBM03C05","Debit Card Volumes - ATM Withdrawals","2020M04D14","2020 April 14","20","Seven day rolling total","Euro Thousand","152685"
